Year,App.,Taxon,Class,Order,Family,Genus,Importer,Exporter,Origin,Importer reported quantity,Exporter reported quantity,Term,Unit,Purpose,Source
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,CZ,12,,live,,T,C
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,TH,,4,leather products (small),,T,W
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,VN,,1,leather products (large),,T,C
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,VN,2,3,leather products (small),,T,C
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,VN,2,,leather products (small),,T,W
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,,58,93,live,,T,C
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,VN,,50,,live,,T,C
2009,II,Python bivittatus,Reptilia,Serpentes,Pythonidae,Python,GB,VN,,,10,leather products (small),,T,C
2009,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,77,172,live,,T,W
2009,II,Python breitensteini,Reptilia,Serpentes,Pythonidae,Python,GB,US,,,9,live,,T,C
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,CN,ID,16,,leather products (small),,T,W
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,CO,ID,4,5,leather products (small),,T,W
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,25,83,live,,T,C
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,45,,live,,T,F
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,198,288,live,,T,W
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,US,,3,,live,,P,C
2009,II,Python brongersmai,Reptilia,Serpentes,Pythonidae,Python,GB,US,,32,29,live,,T,C
2009,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,20,36,live,,T,C
2009,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,,26,live,,T,W
2009,II,Python curtus,Reptilia,Serpentes,Pythonidae,Python,GB,US,,2,2,live,,T,C
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,BJ,,700,700,live,,T,R
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,CA,,146,204,live,,T,C
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,GH,,120,140,live,,T,C
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,GH,,4560,4660,live,,T,R
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,GH,,74,50,live,,T,W
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,US,TG,50,50,live,,T,R
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,US,,11,1,live,,P,C
2009,II,Python regius,Reptilia,Serpentes,Pythonidae,Python,GB,US,,3085,3308,live,,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,AE,MY,,1,skins,,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,BR,XX,,13,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CA,,10,12,live,,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CH,ID,136,173,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CH,MY,60,132,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CH,TH,12,5,leather products (small),,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CH,VN,103,105,leather products (small),,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CH,VN,14,13,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CN,ID,26,,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CO,VN,6,9,leather products (small),,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,CO,VN,4,,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,,7,live,,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,7,,live,,T,F
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,196,339,live,,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,ID,,,2,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,JP,MY,,12,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,JP,VN,,6,leather products (small),,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,KR,ID,,15,leather products (large),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,KR,VN,7,,leather products (small),,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,MX,ID,,70,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,MX,MY,48,106,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,MX,VN,3,6,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,MX,XX,,24,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,PH,,,210,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,ID,,816,derivatives,,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,ID,,338,leather products (large),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,ID,1135,18,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,ID,,73,skins,,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,MY,5.72,,leather products (small),kg,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,MY,6,12,leather products (small),,T,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,VN,,1,leather products (small),,P,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,VN,,7,leather products (small),,T,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,XX,,1,leather products (small),,P,W
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,,7,,live,,P,C
2009,II,Python reticulatus,Reptilia,Serpentes,Pythonidae,Python,GB,US,,304,284,live,,T,C
2009,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,GB,GH,,5,5,live,,T,R
2009,II,Python sebae,Reptilia,Serpentes,Pythonidae,Python,GB,MA,XX,,1,skins,,E,I
2009,II,Ramphastos toco,Aves,Piciformes,Ramphastidae,Ramphastos,GB,GY,,,3,specimens,ml,T,W
2009,II,Hydrastis canadensis,,Ranunculales,Ranunculaceae,Hydrastis,GB,US,,,18,powder,kg,T,A
2009,II,Hydrastis canadensis,,Ranunculales,Ranunculaceae,Hydrastis,GB,US,,,15,roots,kg,T,A
2009,II,Rhea americana,Aves,Rheiformes,Rheidae,Rhea,GB,UY,,,18,leather products (small),,T,C
2009,II,Rhea americana,Aves,Rheiformes,Rheidae,Rhea,GB,UY,,,50,shells,,T,C
2009,II,Ceratotherium simum simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,GB,ZA,,2,2,live,,B,F
2009,II,Ceratotherium simum simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,GB,ZA,,,2,live,,B,W
2009,II,Ceratotherium simum simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,GB,ZA,,,2,live,,T,W
2009,II,Ceratotherium simum simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,GB,ZA,,2,,live,,Z,W
2009,II,Ceratotherium simum simum,Mammalia,Perissodactyla,Rhinocerotidae,Ceratotherium,GB,ZA,,,1,trophies,,H,W
2009,II,Ratufa macroura,Mammalia,Rodentia,Sciuridae,Ratufa,GB,LK,,,4,live,,Z,C
2009,II,Pandinus imperator,Arachnida,Scorpiones,Scorpionidae,Pandinus,GB,GH,,7175,6275,live,,T,W
2009,II,Strix nebulosa,Aves,Strigiformes,Strigidae,Strix,GB,CA,,1,,skins,,P,W
2009,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,BS,,,13.62,meat,kg,P,W
2009,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,CH,XX,1,,derivatives,,T,O
2009,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,KN,,,15.35,meat,kg,P,W
2009,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,TC,,,5,shells,,P,W
2009,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,US,BZ,1,,derivatives,,T,W
2009,II,Strombus gigas,Gastropoda,Mesogastropoda,Strombidae,Strombus,GB,VC,,,8,shells,,T,W
2009,II,Distichopora spp.,Hydrozoa,Stylasterina,Stylasteridae,Distichopora,GB,AU,,106,80,live,,T,W
2009,II,Distichopora spp.,Hydrozoa,Stylasterina,Stylasteridae,Distichopora,GB,FJ,,10,,raw corals,,T,W
2009,II,Distichopora spp.,Hydrozoa,Stylasterina,Stylasteridae,Distichopora,GB,FJ,,120,172,live,,T,W
2009,II,Distichopora spp.,Hydrozoa,Stylasterina,Stylasteridae,Distichopora,GB,ID,,79,,live,,T,W
2009,II,Stylaster spp.,Hydrozoa,Stylasterina,Stylasteridae,Stylaster,GB,FJ,,10,40,live,,T,W
2009,II,Hippocampus spp.,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,SG,AU,,200,live,,T,C
2009,II,Hippocampus abdominalis,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,AU,,60,60,live,,T,C
2009,II,Hippocampus abdominalis,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,SG,AU,172,,live,,T,C
2009,II,Hippocampus angustus,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,AU,,60,,live,,T,C
2009,II,Hippocampus barbouri,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,AU,,130,30,live,,T,C
2009,II,Hippocampus comes,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,VN,,200,200,live,,T,F
2009,II,Hippocampus erectus,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,BR,,200,200,live,,T,W
2009,II,Hippocampus erectus,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,US,,,50,live,,T,C
2009,II,Hippocampus erectus,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,US,,50,,live,,T,F
2009,II,Hippocampus kuda,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,AU,,30,30,live,,T,C
2009,II,Hippocampus kuda,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,VN,,100,200,live,,T,F
2009,II,Hippocampus reidi,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,BR,,230,230,live,,T,W
2009,II,Hippocampus reidi,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,LK,,1612,5600,live,,T,C
2009,II,Hippocampus subelongatus,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,AU,,8,8,live,,T,W
2009,II,Hippocampus zosterae,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,US,,,100,live,,T,C
2009,II,Hippocampus zosterae,Actinopterygii,Syngnathiformes,Syngnathidae,Hippocampus,GB,US,,100,,live,,T,F
2009,II,Dracaena guianensis,Reptilia,Sauria,Teiidae,Dracaena,GB,PE,,5,5,live,,T,F
2009,II,Tupinambis merianae,Reptilia,Sauria,Teiidae,Tupinambis,GB,CH,AR,12,,leather products (small),kg,T,W
2009,II,Tupinambis merianae,Reptilia,Sauria,Teiidae,Tupinambis,GB,CH,AR,32,268,leather products (small),,T,W
2009,II,Tupinambis merianae,Reptilia,Sauria,Teiidae,Tupinambis,GB,ID,,100,250,live,,T,F
2009,II,Tupinambis merianae,Reptilia,Sauria,Teiidae,Tupinambis,GB,US,AR,18,28,leather products (small),,T,W
2009,II,Tupinambis rufescens,Reptilia,Sauria,Teiidae,Tupinambis,GB,CH,AR,8,58,leather products (small),,T,W
2009,II,Tupinambis rufescens,Reptilia,Sauria,Teiidae,Tupinambis,GB,US,AR,11,22,leather products (small),,T,W
2009,II,Tupinambis teguixin,Reptilia,Sauria,Teiidae,Tupinambis,GB,US,AR,186,160,leather products (small),,T,W
2009,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,GB,MU,,20,,live,,T,C
2009,II,Aldabrachelys gigantea,Reptilia,Testudines,Testudinidae,Aldabrachelys,GB,SC,,,50,live,,T,C
2009,II,Chelonoidis carbonaria,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,BB,,400,,live,,T,C
2009,II,Chelonoidis carbonaria,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,GY,,30,30,live,,T,W
2009,II,Chelonoidis carbonaria,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,US,,,3,live,,T,C
2009,II,Chelonoidis carbonaria,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,US,,3,,live,,T,F
2009,II,Chelonoidis denticulata,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,GY,,20,20,live,,T,W
2009,II,Chelonoidis denticulata,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,PE,,,10,live,,T,F
2009,II,Chelonoidis denticulata,Reptilia,Testudines,Testudinidae,Chelonoidis,GB,US,GY,10,6,live,,T,W
2009,II,Geochelone elegans,Reptilia,Testudines,Testudinidae,Geochelone,GB,JP,JO,,1,live,,P,C
2009,II,Geochelone sulcata,Reptilia,Testudines,Testudinidae,Geochelone,GB,US,,,6,live,,P,C
2009,II,Geochelone sulcata,Reptilia,Testudines,Testudinidae,Geochelone,GB,US,,9,3,live,,T,F
2009,II,Indotestudo forstenii,Reptilia,Testudines,Testudinidae,Indotestudo,GB,ID,,,6,live,,T,F
2009,II,Kinixys belliana,Reptilia,Testudines,Testudinidae,Kinixys,GB,GH,,,90,live,,T,W
2009,II,Kinixys erosa,Reptilia,Testudines,Testudinidae,Kinixys,GB,GH,,20,20,live,,T,W
2009,II,Kinixys homeana,Reptilia,Testudines,Testudinidae,Kinixys,GB,GH,,,30,live,,T,W
2009,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,US,,,2,live,,P,C
2009,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,US,,2,,live,,T,F
2009,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,ZM,,900,350,live,,T,C
2009,II,Stigmochelys pardalis,Reptilia,Testudines,Testudinidae,Stigmochelys,GB,ZM,,,350,live,,T,F
2009,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,SY,,,3,live,,P,W
2009,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,SY,,,500,live,,T,C
2009,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,TR,,1330,95,live,,T,C
2009,II,Testudo graeca,Reptilia,Testudines,Testudinidae,Testudo,GB,UA,,10,20,live,,T,C
2009,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,MK,,4300,4500,live,,T,C
2009,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,RS,,,6,live,,P,C
2009,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,RS,,,100,live,,T,C
2009,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,TR,,150,150,live,,T,C
2009,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,UA,MK,,175,live,,T,C
2009,II,Testudo hermanni,Reptilia,Testudines,Testudinidae,Testudo,GB,UA,,,160,live,,T,C
2009,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UA,UZ,,325,live,,T,W
2009,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UA,,,200,live,,T,C
2009,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UA,,2439,3750,live,,T,F
2009,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,US,,1,1,live,,P,F
2009,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UZ,,6000,6000,live,,T,R
2009,II,Testudo horsfieldii,Reptilia,Testudines,Testudinidae,Testudo,GB,UZ,,500,2500,live,,T,W
2009,II,Testudo kleinmanni,Reptilia,Testudines,Testudinidae,Testudo,GB,LY,,,2,live,,T,W
2009,II,Testudo marginata,Reptilia,Testudines,Testudinidae,Testudo,GB,TR,,150,150,live,,T,C
2009,II,Aquilaria crassna,,Myrtales,Thymelaeaceae,Aquilaria,GB,TH,,,24,oil,kg,T,A
2009,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,GB,AE,ID,,0.5,oil,l,T,O
2009,II,Aquilaria malaccensis,,Myrtales,Thymelaeaceae,Aquilaria,GB,CN,,8.3,,powder,kg,T,A
2009,II,Gonystylus bancanus,,Myrtales,Thymelaeaceae,Gonystylus,GB,IN,MY,,10550,carvings,,T,W
2009,II,Gonystylus bancanus,,Myrtales,Thymelaeaceae,Gonystylus,GB,JP,MY,,128.13,carvings,kg,T,W
2009,II,Gonystylus bancanus,,Myrtales,Thymelaeaceae,Gonystylus,GB,MY,,20.78,37.869,carvings,m3,T,W
2009,II,Gonystylus bancanus,,Myrtales,Thymelaeaceae,Gonystylus,GB,MY,,5783.394,,carvings,kg,T,W
2009,II,Gonystylus bancanus,,Myrtales,Thymelaeaceae,Gonystylus,GB,MY,,,136.567,timber pieces,m3,T,W
2009,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,GB,AU,,,230,raw corals,,T,W
2009,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,GB,AU,,2225,815,live,,T,W
2009,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,GB,FJ,,,100,live,,T,W
2009,II,Trachyphyllia geoffroyi,Anthozoa,Scleractinia,Trachyphylliidae,Trachyphyllia,GB,ID,,,40,live,,T,W
2009,II,Hippopus hippopus,Bivalvia,Veneroida,Tridacnidae,Hippopus,GB,FM,,100,,live,,T,F
2009,II,Tridacna crocea,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,FM,,715,,live,,T,F
2009,II,Tridacna derasa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,FM,,450,,live,,T,F
2009,II,Tridacna derasa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,SB,,,100,live,,T,C
2009,II,Tridacna derasa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,SB,,323,,live,,T,F
2009,II,Tridacna derasa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,SB,,,404,live,,T,W
2009,II,Tridacna gigas,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,AU,,,4,shells,,P,C
2009,II,Tridacna maxima,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,AU,,4000,2000,live,,T,C
2009,II,Tridacna maxima,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,FM,,2297,,live,,T,F
2009,II,Tridacna maxima,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,GB,FM,,10,live,,T,F
2009,II,Tridacna maxima,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,SG,TO,124,200,live,,T,F
2009,II,Tridacna maxima,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,SG,VU,240,530,live,,T,F
2009,II,Tridacna maxima,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,VU,,2700,600,live,,T,F
2009,II,Tridacna squamosa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,US,XX,3,,carvings,,Q,O
2009,II,Tridacna squamosa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,US,XX,,3,shells,,Q,O
2009,II,Tridacna squamosa,Bivalvia,Veneroida,Tridacnidae,Tridacna,GB,VU,,1200,300,live,,T,F
2009,II,Amazilia brevirostris,Aves,Apodiformes,Trochilidae,Amazilia,GB,US,XX,11,11,bodies,,Q,O
2009,II,Amazilia candida,Aves,Apodiformes,Trochilidae,Amazilia,GB,US,XX,5,5,bodies,,Q,O
2009,II,Amazilia franciae,Aves,Apodiformes,Trochilidae,Amazilia,GB,US,XX,7,7,bodies,,Q,O
2009,II,Amazilia leucogaster,Aves,Apodiformes,Trochilidae,Amazilia,GB,US,XX,8,8,bodies,,Q,O
2009,II,Amazilia versicolor,Aves,Apodiformes,Trochilidae,Amazilia,GB,US,XX,2,2,bodies,,Q,O
2009,II,Amazilia viridifrons,Aves,Apodiformes,Trochilidae,Amazilia,GB,MX,,,2,feathers,,E,O
2009,II,Amazilia viridifrons,Aves,Apodiformes,Trochilidae,Amazilia,GB,MX,,2,,feathers,,Q,W
2009,II,Chlorostilbon lucidus,Aves,Apodiformes,Trochilidae,Chlorostilbon,GB,US,XX,,1,bodies,,Q,O
2009,II,Chlorostilbon lucidus,Aves,Apodiformes,Trochilidae,Chlorostilbon,GB,US,XX,1,,feathers,,Q,O
2009,II,Heliomaster squamosus,Aves,Apodiformes,Trochilidae,Heliomaster,GB,US,XX,1,1,bodies,,Q,O
2009,II,Trochilidae spp.,Aves,Apodiformes,Trochilidae,,GB,US,XX,,1,bodies,,Q,O
2009,II,Tubipora spp.,Anthozoa,Stolonifera,Tubiporidae,Tubipora,GB,FJ,,11,,live,,T,W
2009,II,Tubipora spp.,Anthozoa,Stolonifera,Tubiporidae,Tubipora,GB,MA,XX,,1,raw corals,,E,I
2009,II,Tubipora musica,Anthozoa,Stolonifera,Tubiporidae,Tubipora,GB,FJ,,16,,raw corals,,T,W
2009,II,Tubipora musica,Anthozoa,Stolonifera,Tubiporidae,Tubipora,GB,FJ,,921,1960,live,,T,W
2009,II,Tubipora musica,Anthozoa,Stolonifera,Tubiporidae,Tubipora,GB,ID,,409,496,live,,T,W
2009,II,Tubiporidae spp.,Anthozoa,Stolonifera,Tubiporidae,,GB,AU,,,30,live,,T,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,,2,bones,,H,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,,8,skins,,H,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,,4,skins,,P,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,18,80,skins,,T,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,3,,skin pieces,,T,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,,2,skulls,,H,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,11,12,skulls,,T,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,CH,XX,,42,derivatives,,Q,O
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,US,CA,1,,skins,,P,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,US,CA,,2,trophies,,H,W
2009,II,Ursus americanus,Mammalia,Carnivora,Ursidae,Ursus,GB,US,,,1,trophies,,H,W
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,BM,XX,47,,garments,,Q,O
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,US,1,1,skins,,E,W
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,US,,1,skins,,P,W
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,US,1,,skin pieces,,P,W
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,CH,US,,40,derivatives,,Q,O
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,CH,US,40,,garments,,Q,O
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,HR,,,1,trophies,,H,W
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,RO,,,1,trophies,,H,W
2009,II,Ursus arctos,Mammalia,Carnivora,Ursidae,Ursus,GB,US,,,1,trophies,,H,W
2009,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,,1,skins,,P,W
2009,II,Ursus maritimus,Mammalia,Carnivora,Ursidae,Ursus,GB,CA,,1,3,skins,,T,W
2009,II,Varanus albigularis,Reptilia,Sauria,Varanidae,Varanus,GB,TZ,,35,,live,,T,W
2009,II,Varanus beccarii,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,12,14,live,,T,F
2009,II,Varanus beccarii,Reptilia,Sauria,Varanidae,Varanus,GB,US,ID,1,1,live,,T,F
2009,II,Varanus boehmei,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,5,2,live,,T,F
2009,II,Varanus doreanus,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,3,5,live,,T,F
2009,II,Varanus doreanus,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,17,38,live,,T,W
2009,II,Varanus dumerilii,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,12,13,live,,T,F
2009,II,Varanus dumerilii,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,,51,live,,T,W
2009,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,GB,GH,,1469,1605,live,,T,W
2009,II,Varanus exanthematicus,Reptilia,Sauria,Varanidae,Varanus,GB,TZ,,,10,live,,T,W
2009,II,Varanus indicus,Reptilia,Sauria,Varanidae,Varanus,GB,PG,,,1,skins,,P,W
2009,II,Varanus jobiensis,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,15,18,live,,T,C
2009,II,Varanus jobiensis,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,4,,live,,T,F
2009,II,Varanus jobiensis,Reptilia,Sauria,Varanidae,Varanus,GB,US,ID,4,4,live,,T,F
2009,II,Varanus kordensis,Reptilia,Sauria,Varanidae,Varanus,GB,US,ID,3,2,live,,T,C
2009,II,Varanus macraei,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,3,3,live,,T,F
2009,II,Varanus melinus,Reptilia,Sauria,Varanidae,Varanus,GB,ID,,6,18,live,,T,F
2009,II,Varanus melinus,Reptilia,Sauria,Varanidae,Varanus,GB,US,ID,3,3,live,,T,F
2009,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,GB,AE,ML,,4,leather products (small),,T,W
2009,II,Varanus niloticus,Reptilia,Sauria,Varanidae,Varanus,GB,AE,SD,,2,leather products (small),,T,W
